Object type,Attribute name,Data type,I/O,License,Version added,Description
generator,production_schedule_penalty,txy,Output,SHOP_OPEN,13.0.0.a,"Resulting penalty when the generator production schedule is violated (xUnit: NO_UNIT, yUnit: MW)"
generator,discharge_schedule_penalty,txy,Output,SHOP_OPEN,13.0.0.a,"Resulting penalty when the generator discharge schedule is violated (xUnit: NO_UNIT, yUnit: MM3)"
generator,fcr_n_up_delivery,txy,Output,SHOP_RESERVE_GROUP,13.0.0.a,"Resulting generator FCR_N_UP delivery (xUnit: NO_UNIT, yUnit: MW)"
generator,fcr_n_down_delivery,txy,Output,SHOP_RESERVE_GROUP,13.0.0.a,"Resulting generator FCR_N_DOWN delivery (xUnit: NO_UNIT, yUnit: MW)"
generator,fcr_d_up_delivery,txy,Output,SHOP_RESERVE_GROUP,13.0.0.a,"Resulting generator FCR_D_UP delivery (xUnit: NO_UNIT, yUnit: MW)"
generator,fcr_d_down_delivery,txy,Output,SHOP_RESERVE_GROUP,14.2.0.0,"Resulting generator FCR_D_DOWN delivery (xUnit: NO_UNIT, yUnit: MW)"
generator,frr_up_delivery,txy,Output,SHOP_RESERVE_GROUP,13.0.0.a,"Resulting generator FRR_UP delivery (xUnit: NO_UNIT, yUnit: MW)"
generator,frr_down_delivery,txy,Output,SHOP_RESERVE_GROUP,13.0.0.a,"Resulting generator FRR_DOWN delivery (xUnit: NO_UNIT, yUnit: MW)"
generator,rr_up_delivery,txy,Output,SHOP_RESERVE_GROUP,13.0.0.a,"Resulting generator RR_UP delivery (xUnit: NO_UNIT, yUnit: MW)"
generator,rr_down_delivery,txy,Output,SHOP_RESERVE_GROUP,13.0.0.a,"Resulting generator RR_DOWN delivery (xUnit: NO_UNIT, yUnit: MW)"
generator,fcr_n_up_delivery_physical,txy,Output,SHOP_RESERVE_GROUP,14.3.3.0,"Resulting physical generator FCR_N delivery in the upward direction (xUnit: NO_UNIT, yUnit: MW)"
generator,fcr_n_down_delivery_physical,txy,Output,SHOP_RESERVE_GROUP,14.3.3.0,"Resulting physical generator FCR_N delivery in the downward direction (xUnit: NO_UNIT, yUnit: MW)"
generator,fcr_d_up_delivery_physical,txy,Output,SHOP_RESERVE_GROUP,14.3.3.0,"Resulting physical generator FCR_D delivery in the upward direction (xUnit: NO_UNIT, yUnit: MW)"
generator,fcr_d_down_delivery_physical,txy,Output,SHOP_RESERVE_GROUP,14.3.3.0,"Resulting physical generator FCR_D delivery in the downward direction (xUnit: NO_UNIT, yUnit: MW)"
generator,fcr_n_up_schedule_penalty,txy,Output,SHOP_RESERVE_GROUP,13.0.0.a,"Resulting penalty when the generator FCR_N_UP schedule is violated (xUnit: NO_UNIT, yUnit: MW)"
generator,fcr_n_down_schedule_penalty,txy,Output,SHOP_RESERVE_GROUP,13.0.0.a,"Resulting penalty when the generator FCR_N_DOWN schedule is violated (xUnit: NO_UNIT, yUnit: MW)"
generator,fcr_d_up_schedule_penalty,txy,Output,SHOP_RESERVE_GROUP,13.0.0.a,"Resulting penalty when the generator FCR_D_UP schedule is violated (xUnit: NO_UNIT, yUnit: MW)"
generator,fcr_d_down_schedule_penalty,txy,Output,SHOP_RESERVE_GROUP,14.2.0.0,"Resulting penalty when the generator FCR_D_DOWN schedule is violated (xUnit: NO_UNIT, yUnit: MW)"
generator,frr_up_schedule_penalty,txy,Output,SHOP_RESERVE_GROUP,13.0.0.a,"Resulting penalty when the generator FRR_UP schedule is violated (xUnit: NO_UNIT, yUnit: MW)"
generator,frr_down_schedule_penalty,txy,Output,SHOP_RESERVE_GROUP,13.0.0.a,"Resulting penalty when the generator FRR_DOWN schedule is violated (xUnit: NO_UNIT, yUnit: MW)"
generator,rr_up_schedule_penalty,txy,Output,SHOP_RESERVE_GROUP,13.0.0.a,"Resulting penalty when the generator RR_UP schedule is violated (xUnit: NO_UNIT, yUnit: MW)"
generator,rr_down_schedule_penalty,txy,Output,SHOP_RESERVE_GROUP,13.0.0.a,"Resulting penalty when the generator RR_DOWN schedule is violated (xUnit: NO_UNIT, yUnit: MW)"
generator,droop_result,txy,Output,SHOP_RESERVE_GROUP,13.0.0.a,"Resulting unit droop when it is modelled as a variable in the optimization model (xUnit: NO_UNIT, yUnit: NO_UNIT)"
generator,best_profit_q,xyt,Output,SHOP_BEST_PROFIT,13.0.0.a,"Optimal discharge for the generator given a certain production level of the plant (xUnit: MW, yUnit: NOK/MW)"
generator,best_profit_p,xyt,Output,SHOP_BEST_PROFIT,13.0.0.a,"Optimal production for the generator given a certain production level of the plant (xUnit: MW, yUnit: NOK/MW)"
generator,best_profit_dq_dp,xyt,Output,SHOP_BEST_PROFIT,13.0.0.a,"Ratio between discharge and production for the generator given a certain production level of the plant (xUnit: MW, yUnit: M3/S)"
generator,best_profit_needle_comb,xyt,Output,SHOP_BEST_PROFIT,13.0.0.a,"Optimal needle combination for the generator given a certain production level of the plant (xUnit: MW, yUnit: M3/S)"
generator,startup_cost_mip_objective,txy,Output,SHOP_OPEN,13.0.0.a,"Cost in the objective function of the solver from startup costs originating from the time steps when MIP is used (xUnit: NO_UNIT, yUnit: NOK)"
generator,startup_cost_total_objective,txy,Output,SHOP_OPEN,13.0.0.a,"Post-optimization calculated startup costs based on change in commitment status for both time steps with and without MIP activated (xUnit: NO_UNIT, yUnit: NOK)"
generator,discharge_fee_objective,txy,Output,SHOP_OPEN,13.0.0.a,"Cost in the objective function resulting from discharge fees for this generator (xUnit: NO_UNIT, yUnit: NOK)"
generator,feeding_fee_objective,txy,Output,SHOP_OPEN,13.0.0.a,"Cost in the objective function resulting from feed-in fees for this generator (xUnit: NO_UNIT, yUnit: NOK)"
generator,schedule_penalty,txy,Output,SHOP_OPEN,13.0.0.a,"Resulting penalty cost when the generator schedule (production schedule and/or discharge schedule) for the generator is voilated (xUnit: NO_UNIT, yUnit: NOK)"
generator,market_income,txy,Output,SHOP_OPEN,13.0.0.a,"Income in the objective function resulting from production on this generator (xUnit: NO_UNIT, yUnit: NOK)"
generator,original_pq_curves,xyt,Output,SHOP_OPEN,13.5.2.a,"Original PQ-curve for the generator that includes non-convex regions (xUnit: M3/S, yUnit: MW)"
generator,convex_pq_curves,xyt,Output,SHOP_OPEN,13.5.2.a,"Convexified PQ-curve for the generator that includes all the time-dependent operating limits and removes all the nonconcave points of the original PQ curve. The slope of each segment is non-increasing. (xUnit: M3/S, yUnit: MW)"
generator,final_pq_curves,xyt,Output,SHOP_OPEN,13.5.2.a,"Final PQ curve for the generator that is the final form included into the MILP optimization problem. The first point of the convex PQ curve is extended to Q=0. (xUnit: M3/S, yUnit: MW)"
needle_combination,p_max,double,Input,SHOP_PELTON,13.0.0.a,"Static maximum production for the needle combination (xUnit: MW, yUnit: MW)"
needle_combination,p_min,double,Input,SHOP_PELTON,13.0.0.a,"Static minimum production for the needle combination (xUnit: MW, yUnit: MW)"
needle_combination,p_nom,double,Input,SHOP_PELTON,13.0.0.a,"The nominal production that is the rated capacity of the needle combination (xUnit: MW, yUnit: MW)"
needle_combination,turb_eff_curves,xy_array,Input,SHOP_PELTON,13.0.0.a,"The head-dependent turbine efficiency curve(s)for the needle combination (xUnit: M3/S, yUnit: %)"
needle_combination,p_fcr_min,txy,Input,SHOP_RESERVE_GROUP,14.3.4.0,"Temporary minimum production allowed for the needle combination when delivering FCR (xUnit: NO_UNIT, yUnit: MW)"
needle_combination,p_fcr_max,txy,Input,SHOP_RESERVE_GROUP,14.3.4.0,"Temporary maximum production allowed for the needle combination when delivering FCR (xUnit: NO_UNIT, yUnit: MW)"
needle_combination,original_pq_curves,xyt,Output,SHOP_OPEN,13.5.2.a,"Original PQ-curve for the needle combination that includes non-convex regions (xUnit: M3/S, yUnit: MW)"
needle_combination,convex_pq_curves,xyt,Output,SHOP_OPEN,13.5.2.a,"Convexified PQ-curve for the needle combination that includes all the time-dependent operating limits and remove all the nonconcave points of the original PQ curve. The slope of each segment is non-increasing. (xUnit: M3/S, yUnit: MW)"
needle_combination,final_pq_curves,xyt,Output,SHOP_OPEN,13.5.2.a,"Final PQ curve for the needle combination that is the final form included into the MILP optimization problem. The first point of the convex PQ curve is extended to Q=0. (xUnit: M3/S, yUnit: MW)"
pump,initial_state,int,Input,SHOP_INITIAL_STATE,13.0.0.a,"The initial operation state of the pump before the optimization period: -1 = not set; 0 = not running; 1 = running (xUnit: NO_UNIT, yUnit: NO_UNIT)"
pump,penstock,int,Input,SHOP_OPEN,13.0.0.a,"The penstock number the pump is connected to (xUnit: NO_UNIT, yUnit: NO_UNIT)"
pump,p_min,double,Input,SHOP_OPEN,13.0.0.a,"Static minimum consumption for the pump  (xUnit: MW, yUnit: MW)"
pump,p_max,double,Input,SHOP_OPEN,13.0.0.a,"Static maximum consumption for the pump (xUnit: MW, yUnit: MW)"
pump,p_nom,double,Input,SHOP_OPEN,13.0.0.a,"The nominal consumption that is the rated capacity of the pump (xUnit: MW, yUnit: MW)"
pump,gen_eff_curve,xy,Input,SHOP_OPEN,13.0.0.a,"The efficiency curve for the machine powering the pump (xUnit: MW, yUnit: %)"
pump,turb_eff_curves,xy_array,Input,SHOP_OPEN,13.0.0.a,"The head-dependent turbine efficiency curves in pumping mode (xUnit: M3/S, yUnit: %)"
pump,maintenance_flag,txy,Input,SHOP_OPEN,13.0.0.a,"Flag determining whether the pump is out for maintenance for a given time step (xUnit: NO_UNIT, yUnit: NO_UNIT)"
pump,startcost,txy,Input,SHOP_TIME_STARTCOST,13.0.0.a,"Pump startup cost (xUnit: NO_UNIT, yUnit: NOK)"
pump,stopcost,txy,Input,SHOP_OPEN,13.0.0.a,"Pump shutdown cost (xUnit: NO_UNIT, yUnit: NOK)"
pump,committed_in,txy,Input,SHOP_OPEN,13.0.0.a,"Committed status given by the user used to define the operating status of the pump in the optimization: 0 - committed not to run; 1 - committed to run (xUnit: NO_UNIT, yUnit: NO_UNIT)"
pump,committed_flag,txy,Input,SHOP_OPEN,13.0.0.a,"Flag determining whether to use the input commit status should be used for a given time step or not (xUnit: NO_UNIT, yUnit: NO_UNIT)"
pump,upstream_max,txy,Input,SHOP_PUMPING_CONSTRAINT,13.0.0.a,"Maximum water level of upstream reservoir required for operating the pump (xUnit: NO_UNIT, yUnit: METER)"
pump,upstream_max_flag,txy,Input,SHOP_PUMPING_CONSTRAINT,13.0.0.a,"Flag determining whether the maximum water level of upstream reservoir required for operating the pump should be included in the optimization model (xUnit: NO_UNIT, yUnit: NO_UNIT)"
pump,downstream_min,txy,Input,SHOP_PUMPING_CONSTRAINT,13.0.0.a,"Minimum water level of downstream reservoir required for operating the pump (xUnit: NO_UNIT, yUnit: METER)"
pump,downstream_min_flag,txy,Input,SHOP_PUMPING_CONSTRAINT,13.0.0.a,"Flag determining whether the minimum water level of downstream reservoir required for operating the pump should be included in the optimization model (xUnit: NO_UNIT, yUnit: METER)"
pump,consumption_schedule,txy,Input,SHOP_OPEN,13.0.0.a,"Consumption schedule (xUnit: NO_UNIT, yUnit: MW)"
pump,consumption_schedule_flag,txy,Input,SHOP_OPEN,13.0.0.a,"Flag determining whether the pump consumption schedule should be included in the optimization model (xUnit: NO_UNIT, yUnit: NO_UNIT)"
pump,upflow_schedule,txy,Input,SHOP_OPEN,13.0.0.a,"Pump upflow schedule (xUnit: NO_UNIT, yUnit: M3/S)"
pump,upflow_schedule_flag,txy,Input,SHOP_OPEN,13.0.0.a,"Flag determining whether the pump upflow schedule should be included in the optimization model (xUnit: NO_UNIT, yUnit: NO_UNIT)"
pump,fcr_mip_flag,txy,Input,SHOP_RESERVE_GROUP,13.0.0.a,"Flag determining whether binary variables should be used to enforce minimum available capacity requirement when delivering FCR (xUnit: NO_UNIT, yUnit: NO_UNIT)"
pump,p_fcr_min,txy,Input,SHOP_RESERVE_GROUP,13.0.0.a,"Temporary minimum consumption for the pump when delivering FCR (xUnit: NO_UNIT, yUnit: MW)"
pump,p_fcr_max,txy,Input,SHOP_RESERVE_GROUP,13.0.0.a,"Temporary maximum consumption for the pump when delivering FCR (xUnit: NO_UNIT, yUnit: MW)"
pump,p_rr_min,txy,Input,SHOP_RESERVE_GROUP,13.0.0.a,"Temporary minimum consumption for the pump when delivering RR (xUnit: NO_UNIT, yUnit: MW)"
pump,frr_up_min,txy,Input,SHOP_RESERVE_GROUP,13.0.0.a,"Minimum FRR_UP delivery for the pump (xUnit: NO_UNIT, yUnit: MW)"
pump,frr_up_max,txy,Input,SHOP_RESERVE_GROUP,13.0.0.a,"Maximum FRR_UP delivery for the pump (xUnit: NO_UNIT, yUnit: MW)"
pump,frr_down_min,txy,Input,SHOP_RESERVE_GROUP,13.0.0.a,"Minimum FRR_DOWN delivery for the pump (xUnit: NO_UNIT, yUnit: MW)"
pump,frr_down_max,txy,Input,SHOP_RESERVE_GROUP,13.0.0.a,"Maximum FRR_DOWN delivery for the pump (xUnit: NO_UNIT, yUnit: MW)"
pump,fcr_n_up_min,txy,Input,SHOP_RESERVE_GROUP,13.0.0.a,"Minimum FCR_N_UP delivery for the pump (xUnit: NO_UNIT, yUnit: MW)"
pump,fcr_n_up_max,txy,Input,SHOP_RESERVE_GROUP,13.0.0.a,"Maximum FCR_N_UP delivery for the pump (xUnit: NO_UNIT, yUnit: MW)"
pump,fcr_n_down_min,txy,Input,SHOP_RESERVE_GROUP,13.0.0.a,"Minimum FCR_N_DOWN delivery for the pump (xUnit: NO_UNIT, yUnit: MW)"
pump,fcr_n_down_max,txy,Input,SHOP_RESERVE_GROUP,13.0.0.a,"Maximum FCR_N_DOWN delivery for the pump (xUnit: NO_UNIT, yUnit: MW)"
pump,fcr_d_up_min,txy,Input,SHOP_RESERVE_GROUP,13.0.0.a,"Minimum FCR_D_UP delivery for the pump (xUnit: NO_UNIT, yUnit: MW)"
pump,fcr_d_up_max,txy,Input,SHOP_RESERVE_GROUP,13.0.0.a,"Maximum FCR_D_UP delivery for the pump (xUnit: NO_UNIT, yUnit: MW)"
pump,fcr_d_down_min,txy,Input,SHOP_RESERVE_GROUP,14.2.0.0,"Minimum FCR_D_DOWN delivery for the pump (xUnit: NO_UNIT, yUnit: MW)"
pump,fcr_d_down_max,txy,Input,SHOP_RESERVE_GROUP,14.2.0.0,"Maximum FCR_D_DOWN delivery for the pump (xUnit: NO_UNIT, yUnit: MW)"
pump,rr_up_min,txy,Input,SHOP_RESERVE_GROUP,13.0.0.a,"Minimum RR_UP delivery for the pump (xUnit: NO_UNIT, yUnit: MW)"
pump,rr_up_max,txy,Input,SHOP_RESERVE_GROUP,13.0.0.a,"Maximum RR_UP delivery for the pump (xUnit: NO_UNIT, yUnit: MW)"
pump,rr_down_min,txy,Input,SHOP_RESERVE_GROUP,13.0.0.a,"Minimum RR_DOWN delivery for the pump (xUnit: NO_UNIT, yUnit: MW)"
pump,rr_down_max,txy,Input,SHOP_RESERVE_GROUP,13.0.0.a,"Maximum RR_DOWN delivery for the pump (xUnit: NO_UNIT, yUnit: MW)"
pump,fcr_n_up_schedule,txy,Input,SHOP_RESERVE_GROUP,13.0.0.a,"Pump FCR_N_UP delivery schedule (xUnit: NO_UNIT, yUnit: MW)"
pump,fcr_n_up_schedule_flag,txy,Input,SHOP_RESERVE_GROUP,13.0.0.a,"Flag determining whether the pump FCR_N_UP delivery schedule should be included in the optimization model (xUnit: NO_UNIT, yUnit: NO_UNIT)"
pump,fcr_n_down_schedule,txy,Input,SHOP_RESERVE_GROUP,13.0.0.a,"Pump FCR_N_DOWN delivery schedule (xUnit: NO_UNIT, yUnit: MW)"
pump,fcr_n_down_schedule_flag,txy,Input,SHOP_RESERVE_GROUP,13.0.0.a,"Flag determining whether the pump FCR_N_DOWN delivery schedule should be included in the optimization model (xUnit: NO_UNIT, yUnit: NO_UNIT)"
pump,fcr_d_up_schedule,txy,Input,SHOP_RESERVE_GROUP,13.0.0.a,"Pump FCR_D_UP delivery schedule (xUnit: NO_UNIT, yUnit: MW)"
pump,fcr_d_up_schedule_flag,txy,Input,SHOP_RESERVE_GROUP,13.0.0.a,"Flag determining whether the pump FCR_D_UP delivery schedule should be included in the optimization model (xUnit: NO_UNIT, yUnit: NO_UNIT)"
pump,fcr_d_down_schedule,txy,Input,SHOP_RESERVE_GROUP,14.2.0.0,"Pump FCR_D_DOWN delivery schedule (xUnit: NO_UNIT, yUnit: MW)"
pump,fcr_d_down_schedule_flag,txy,Input,SHOP_RESERVE_GROUP,14.2.0.0,"Flag determining whether the pump FCR_D_DOWN delivery schedule should be included in the optimization model (xUnit: NO_UNIT, yUnit: NO_UNIT)"
pump,frr_up_schedule,txy,Input,SHOP_RESERVE_GROUP,13.0.0.a,"Pump FRR_UP delivery schedule (xUnit: NO_UNIT, yUnit: MW)"
pump,frr_up_schedule_flag,txy,Input,SHOP_RESERVE_GROUP,13.0.0.a,"Flag determining whether the pump FRR_UP delivery schedule should be included in the optimization model (xUnit: NO_UNIT, yUnit: NO_UNIT)"
pump,frr_down_schedule,txy,Input,SHOP_RESERVE_GROUP,13.0.0.a,"Pump FRR_DOWN delivery schedule (xUnit: NO_UNIT, yUnit: MW)"
pump,frr_down_schedule_flag,txy,Input,SHOP_RESERVE_GROUP,13.0.0.a,"Flag determining whether the pump FRR_DOWN delivery schedule should be included in the optimization model (xUnit: NO_UNIT, yUnit: NO_UNIT)"
pump,rr_up_schedule,txy,Input,SHOP_RESERVE_GROUP,13.0.0.a,"Pump RR_UP delivery schedule (xUnit: NO_UNIT, yUnit: MW)"
pump,rr_up_schedule_flag,txy,Input,SHOP_RESERVE_GROUP,13.0.0.a,"Flag determining whether the pump RR_UP delivery schedule should be included in the optimization model (xUnit: NO_UNIT, yUnit: NO_UNIT)"
pump,rr_down_schedule,txy,Input,SHOP_RESERVE_GROUP,13.0.0.a,"Pump RR_DOWN delivery schedule (xUnit: NO_UNIT, yUnit: MW)"
pump,rr_down_schedule_flag,txy,Input,SHOP_RESERVE_GROUP,13.0.0.a,"Flag determining whether the pump RR_DOWN delivery schedule should be included in the optimization model (xUnit: NO_UNIT, yUnit: NO_UNIT)"
pump,droop_cost,txy,Input,SHOP_RESERVE_GROUP,13.0.0.a,"The cost for the unit droop when it is modelled as a variable in the optimization model. This cost should increase when the unit droop decreases (xUnit: NO_UNIT, yUnit: NOK)"
pump,fixed_droop,txy,Input,SHOP_RESERVE_GROUP,13.0.0.a,"Fixed unit droop given as input data (xUnit: NO_UNIT, yUnit: NO_UNIT)"
pump,fixed_droop_flag,txy,Input,SHOP_RESERVE_GROUP,13.0.0.a,"Flag determining whether the fixed droop setting should be included in the optimization model (xUnit: NO_UNIT, yUnit: NO_UNIT)"
pump,droop_min,txy,Input,SHOP_RESERVE_GROUP,13.0.0.a,"The lower bound of the unit droop when it is modelled as a variable in the optimization model (xUnit: NO_UNIT, yUnit: NO_UNIT)"
pump,droop_max,txy,Input,SHOP_RESERVE_GROUP,13.0.0.a,"The upper bound of the unit droop when it is modelled as a variable in the optimization model (xUnit: NO_UNIT, yUnit: NO_UNIT)"
pump,reserve_ramping_cost_up,txy,Input,SHOP_RESERVE_CLUSTERING_FUNCTIONALITY,13.0.0.a,"Upward reserve ramping cost for changing reserve delivery of the pump (xUnit: NO_UNIT, yUnit: NOK/MW)"
pump,reserve_ramping_cost_down,txy,Input,SHOP_RESERVE_CLUSTERING_FUNCTIONALITY,13.0.0.a,"Downward reserve ramping cost for changing reserve delivery of the pump (xUnit: NO_UNIT, yUnit: NOK/MW)"
pump,discrete_droop_values,double_array,Input,SHOP_DISCRETE_DROOP,14.0.1.0,"A list of all legal droop values for the pump. If the functionality for fixing the unit droop is activated by the 'set droop_discretization_limit' command, this list of discrete values will be used when fixing the pump droop (xUnit: NO_UNIT, yUnit: NO_UNIT)"
pump,fcr_n_up_cost,txy,Input,SHOP_RESERVE_GROUP,14.3.4.0,"The cost of allocating FCR-N up reserves on this pump (xUnit: NO_UNIT, yUnit: NOK/MW)"
pump,fcr_n_down_cost,txy,Input,SHOP_RESERVE_GROUP,14.3.4.0,"The cost of allocating FCR-N down reserves on this pump (xUnit: NO_UNIT, yUnit: NOK/MW)"
pump,fcr_d_up_cost,txy,Input,SHOP_RESERVE_GROUP,14.3.4.0,"The cost of allocating FCR-D up reserves on this pump (xUnit: NO_UNIT, yUnit: NOK/MW)"
pump,fcr_d_down_cost,txy,Input,SHOP_RESERVE_GROUP,14.3.4.0,"The cost of allocating FCR-D down reserves on this pump (xUnit: NO_UNIT, yUnit: NOK/MW)"
pump,frr_up_cost,txy,Input,SHOP_RESERVE_GROUP,14.3.4.0,"The cost of allocating FRR up reserves on this pump (xUnit: NO_UNIT, yUnit: NOK/MW)"
pump,frr_down_cost,txy,Input,SHOP_RESERVE_GROUP,14.3.4.0,"The cost of allocating FRR down reserves on this pump (xUnit: NO_UNIT, yUnit: NOK/MW)"
pump,rr_up_cost,txy,Input,SHOP_RESERVE_GROUP,14.3.4.0,"The cost of allocating RR up reserves on this pump (xUnit: NO_UNIT, yUnit: NOK/MW)"
pump,rr_down_cost,txy,Input,SHOP_RESERVE_GROUP,14.3.4.0,"The cost of allocating RR down reserves on this pump (xUnit: NO_UNIT, yUnit: NOK/MW)"
pump,spinning_reserve_up_max,txy,Input,SHOP_RESERVE_GROUP,14.3.5.0,"Sets a maximum limit for the sum of spinning reserves delivered in the upward direction on the pump (xUnit: NO_UNIT, yUnit: MW)"
pump,spinning_reserve_down_max,txy,Input,SHOP_RESERVE_GROUP,14.3.5.0,"Sets a maximum limit for the sum of spinning reserves delivered in the downward direction on the pump (xUnit: NO_UNIT, yUnit: MW)"
pump,eff_head,txy,Output,SHOP_OPEN,14.0.0.1,"Resulting effective head of the pump (xUnit: NO_UNIT, yUnit: METER)"
pump,head_loss,txy,Output,SHOP_OPEN,14.0.0.1,"Resulting head loss of the generator, i.e. the effective head of the pump (eff_head) minus the plant gross head (gross_head) (xUnit: NO_UNIT, yUnit: METER)"
pump,consumption,txy,Output,SHOP_OPEN,13.0.0.a,"Resulting pump consumption, calculated based on upflow (xUnit: NO_UNIT, yUnit: MW)"
pump,sim_consumption,txy,Output,SHOP_SIMULATION,13.0.0.a,"Simulated pump consumption, calculated based on upflow (xUnit: NO_UNIT, yUnit: MW)"
pump,solver_consumption,txy,Output,SHOP_OPEN,13.0.0.a,"Preliminary result for pump consumption that is returned by the linearized optimization problem (xUnit: NO_UNIT, yUnit: MW)"
pump,upflow,txy,Output,SHOP_OPEN,13.0.0.a,"Resulting pump upflow. If solver_upflow >= pump_turn_off_limit, upflow = solver_upflow. Otherwise, upflow = 0. (xUnit: NO_UNIT, yUnit: M3/S)"
pump,sim_upflow,txy,Output,SHOP_SIMULATION,13.0.0.a,"Simulated pump upflow. (xUnit: NO_UNIT, yUnit: M3/S)"
pump,solver_upflow,txy,Output,SHOP_OPEN,13.0.0.a,"Preliminary result for pump upflow that is returned by the linearized optimization problem (xUnit: NO_UNIT, yUnit: M3/S)"
pump,committed_out,txy,Output,SHOP_OPEN,13.0.0.a,"Committed status of the pump as a result of the optimization: 0 - not running; 1 - committed to run (xUnit: NO_UNIT, yUnit: NO_UNIT)"
pump,consumption_schedule_penalty,txy,Output,SHOP_OPEN,13.0.0.a,"Resulting penalty when the pump consumption schedule is violated (xUnit: NO_UNIT, yUnit: MW)"
pump,upflow_schedule_penalty,txy,Output,SHOP_OPEN,13.0.0.a,"Resulting penalty when the pump upflow schedule is violated (xUnit: NO_UNIT, yUnit: MM3)"
pump,fcr_n_up_delivery,txy,Output,SHOP_RESERVE_GROUP,13.0.0.a,"Resulting pump FCR_N_UP delivery (xUnit: NO_UNIT, yUnit: MW)"
pump,fcr_n_down_delivery,txy,Output,SHOP_RESERVE_GROUP,13.0.0.a,"Resulting pump FCR_N_DOWN delivery (xUnit: NO_UNIT, yUnit: MW)"
pump,fcr_d_up_delivery,txy,Output,SHOP_RESERVE_GROUP,13.0.0.a,"Resulting pump FCR_D_UP delivery (xUnit: NO_UNIT, yUnit: MW)"
pump,fcr_d_down_delivery,txy,Output,SHOP_RESERVE_GROUP,14.2.0.0,"Resulting pump FCR_D_DOWN delivery (xUnit: NO_UNIT, yUnit: MW)"
pump,frr_up_delivery,txy,Output,SHOP_RESERVE_GROUP,13.0.0.a,"Resulting pump FRR_UP delivery (xUnit: NO_UNIT, yUnit: MW)"
pump,frr_down_delivery,txy,Output,SHOP_RESERVE_GROUP,13.0.0.a,"Resulting pump FRR_DOWN delivery (xUnit: NO_UNIT, yUnit: MW)"
pump,rr_up_delivery,txy,Output,SHOP_RESERVE_GROUP,13.0.0.a,"Resulting pump RR_UP delivery (xUnit: NO_UNIT, yUnit: MW)"
pump,rr_down_delivery,txy,Output,SHOP_RESERVE_GROUP,13.0.0.a,"Resulting pump RR_DOWN delivery (xUnit: NO_UNIT, yUnit: MW)"
pump,fcr_n_up_delivery_physical,txy,Output,SHOP_RESERVE_GROUP,14.3.3.0,"Resulting physical pump FCR_N delivery in the upward direction (xUnit: NO_UNIT, yUnit: MW)"
pump,fcr_n_down_delivery_physical,txy,Output,SHOP_RESERVE_GROUP,14.3.3.0,"Resulting physical pump FCR_N delivery in the downward direction (xUnit: NO_UNIT, yUnit: MW)"
pump,fcr_d_up_delivery_physical,txy,Output,SHOP_RESERVE_GROUP,14.3.3.0,"Resulting physical pump FCR_D delivery in the upward direction (xUnit: NO_UNIT, yUnit: MW)"
pump,fcr_d_down_delivery_physical,txy,Output,SHOP_RESERVE_GROUP,14.3.3.0,"Resulting physical pump FCR_D delivery in the downward direction (xUnit: NO_UNIT, yUnit: MW)"
pump,fcr_n_up_schedule_penalty,txy,Output,SHOP_RESERVE_GROUP,13.0.0.a,"Resulting penalty when the pump FCR_N_UP schedule is violated (xUnit: NO_UNIT, yUnit: MW)"
pump,fcr_n_down_schedule_penalty,txy,Output,SHOP_RESERVE_GROUP,13.0.0.a,"Resulting penalty when the pump FCR_N_DOWN schedule is violated (xUnit: NO_UNIT, yUnit: MW)"
pump,fcr_d_up_schedule_penalty,txy,Output,SHOP_RESERVE_GROUP,13.0.0.a,"Resulting penalty when the pump FCR_D_UP schedule is violated (xUnit: NO_UNIT, yUnit: MW)"
pump,fcr_d_down_schedule_penalty,txy,Output,SHOP_RESERVE_GROUP,14.2.0.0,"Resulting penalty when the pump FCR_D_DOWN schedule is violated (xUnit: NO_UNIT, yUnit: MW)"
pump,frr_up_schedule_penalty,txy,Output,SHOP_RESERVE_GROUP,13.0.0.a,"Resulting penalty when the pump FRR_UP schedule is violated (xUnit: NO_UNIT, yUnit: MW)"
pump,frr_down_schedule_penalty,txy,Output,SHOP_RESERVE_GROUP,13.0.0.a,"Resulting penalty when the pump FRR_DOWN schedule is violated (xUnit: NO_UNIT, yUnit: MW)"
pump,rr_up_schedule_penalty,txy,Output,SHOP_RESERVE_GROUP,13.0.0.a,"Resulting penalty when the pump RR_UP schedule is violated (xUnit: NO_UNIT, yUnit: MW)"
pump,rr_down_schedule_penalty,txy,Output,SHOP_RESERVE_GROUP,13.0.0.a,"Resulting penalty when the pump RR_DOWN schedule is violated (xUnit: NO_UNIT, yUnit: MW)"
pump,droop_result,txy,Output,SHOP_RESERVE_GROUP,13.0.0.a,"Resulting unit droop when it is modelled as a variable in the optimization model (xUnit: NO_UNIT, yUnit: NO_UNIT)"
pump,original_pq_curves,xyt,Output,SHOP_OPEN,13.5.2.a,"Original PQ-curve for the pump that includes non-convex regions (xUnit: M3/S, yUnit: MW)"
pump,convex_pq_curves,xyt,Output,SHOP_OPEN,13.5.2.a,"Convexified PQ-curve for the pump that removes all the nonconcave points of the original PQ curve. The slope of each segment is non-decreasing. (xUnit: M3/S, yUnit: MW)"
pump,final_pq_curves,xyt,Output,SHOP_OPEN,13.5.2.a,"Final PQ curve for the pump that is the final form included into the MILP optimization problem. The first point of the convex PQ curve is extended to Q=0. (xUnit: M3/S, yUnit: MW)"
